PRODUCTNAME,ISSTOPPED,RE06 # Transaction,RE01 # items_sold,Total Stock on hand
Humer 150 - Adulte xit - đã đổi sang mã mới,1,1,1,0
Humer 50 - Children xit - đã đổi sang mã mới,1,1,1,0
ISMN Stada 60mg (Hop/100V),0,1,30,70
Ivabradine 5mg - SaVi,0,1,50,0
Janumet 50mg/1000mg Tab,0,1,28,
Johnson Baby Dau Mat-Xa Duong Am Bedtime 125ml,0,1,1,2
Jordan BCDR tre em Buddy 5-10 tuoi,1,1,1,
Kissy Khau Trang Size M1,1,1,1,0
Kit Kat 4x4F Tet 2017 140g (Thung /14 Hop),1,1,1,
Kit Kat Chunky Pack 3 Tet 2017 114g (Thung/ 12 Hop),1,1,1,
Kit Kat Goi SB 12+2  Tet 2017 238g (Thung/ 40 Hop),1,1,1,
KitKat Socola 6x2F (F/W),1,1,2,
Kiwi  Xi Danh Giay Dang Nuoc Mau Den 30ml,1,1,1,0
Klacid Forte Tab 500mg,0,1,14,0
Klacid MR Tab 500mg,0,1,5,0
KM AXE Tui Du Lich,0,1,1,
KM Balo Cao Cap G0091-3,0,1,1,4
KM Bioderma Hop mieng tay trang,0,1,1,4
KM Bioderma Photoderm Spot SPF 50+  5ml,0,1,1,2
KM Celer Xforte ao mua,0,1,1,
KM Cobra ao mua,0,1,1,
KM Dove ST Duong The Hat Mat Xa Tay Te Bao Chet 180g,0,1,1,
KM Du cao cap UBB,0,1,1,
KM Kem nhau thai cừu Vitamart,0,1,1,2
KM Khan Pond's SRM,0,1,2,
KM Lifebuoy Bo 2 To Thuy Tinh,0,1,1,
KM Lifebuoy XBC 125gr,0,1,2,
KM Loreal Dau Goi Total Repair 5 70ml,0,1,2,15
KM Ly Cao Thuy Tinh Luminarc,0,1,6,
KM ly Minh Long ( Dong Thai),0,1,1,
KM Ly thuy tinh Bocalex,0,1,2,
KM Ly Thuy Tinh Thap,0,1,1,16
KM Sunplay Khan,0,1,1,
KM USB PMC,0,1,2,0
KM Vit-hair Plus Women,0,1,1,
KM V-Rohto But Bi,0,1,1,
KM Zokolazen Drink 2500 ( Hop10 goi/10ml)  ( Hoang Phuc),0,1,4,20
Lamivudin Stada 150mg (6Vi x 10Vien),0,1,10,110
Laurier Fresh&Free BVS Dem 35cm 3M,1,1,2,0
Laurier Fresh&Free BVS Dem Nhieu Sieu An Toan 4003 3M,1,1,1,0
Laurier Fresh&Free Dem 30cm 3M/Goi,1,1,1,0
Let Green Khan uot bo tui hong 10 mieng,1,1,1,
Levothyrox 100mg (3Vi x 10Vien),0,1,30,
Libress BVS Hang Ngay Green Tea Slim 32S 24goi/Loc,0,1,1,3
Lidocaine Spray 10% 38g,0,1,1,0
Linh Lan Thiep CA2 (10.5x15cm),0,1,1,
Lipanthyl M Caps 200mg,0,1,30,0
Lipanthyl NT Tab 145mg,0,1,30,0
Lipice Son Duong Moi Apple (tao) 4.3 g,0,1,1,4
Lisinopril 10mg - Stada,1,1,10,0
Loreal  Son Ombre Tint Caresse B04 9g,1,1,1,3
Loreal Gel Duong Am Ngan Bong Nhon HF Anti -Shine ICY Gel 50,1,1,1,2
Loreal Kem U Toc Ngan Rung Toc FR3X 200ml,1,1,1,0
Loreal Phan Mat Magique BB Veil  G1 Goldenivory 7g,1,1,1,9
Loreal Phan Mat Magique BB Veil N1 Goldenivory 7g,1,1,1,11
Loreal Phan Mat Magique BB Veil N2 Goldenivory 7g,1,1,1,8
Loreal Son Color Riche CR 402 Cam Nhe Nhang 3.7g,1,1,1,2
Loreal Son Color Riche F402 Hong Phong Cach 3.7g,1,1,1,5
Loreal Son Color Riche Hong Diu Ngot 3.7g,1,1,1,4
Loreal Son Color Riche P511 Hong Sen Ruc RO 3.7g,1,1,1,5
Loreal Son Color Riche R513 Do An Tuong 3.7g,1,1,1,4
Loreal Son Color Riche R514 Do Rubi 3.7g,1,1,1,4
Loreal Son Color Riche R517  Do Dau Ngot Ngao 3.7g,1,1,1,3
Loreal Son Color Riche R518 Do Dam Me 3.7g,1,1,1,3
MBL BABY LIPS LOVE COL BLS - ROSE,0,1,1,12
MBL Phan Hut Dau Sang Min-Honey 9g,0,1,1,6
MBL Son Lau Phai CS Matte-Hong Da 3.9g,0,1,1,2
MBL Son Lau Phai CS Matte-Hong Tuoi 3.9g,0,1,1,6
MBL Son Mau Rebel 01 - Hong Man 3.9g,0,1,1,5
MBL Son Mau Rebel 03 - Hong Sen 3.9g,0,1,1,1
MBL Son Mau Rebel 06 - Cam Sua 3.9g,0,1,1,4
Megafort Tab 20mg,0,1,4,0
Mekolactagil (2vi x 10vien),1,1,20,0
Methionin 250mg - DMC,0,1,6,0
Milk Thistle,0,1,1,0
Mixtard 30 Flexpen 100IU/ml (H/5 But),0,1,5,0
Mobi tra sau 100 - Topup,0,1,1,-1
Mobi tra sau 300 - Topup,0,1,1,-1
Mobi tra sau 50 - Topup,0,1,1,-1
Mobifone tra truoc 500 - Topup,0,1,1,-1
Mr.Brown Cafe Blue Mountain 240ml,0,1,1,9
Mycoster 1% Poudre 30g,0,1,1,
Naburelax Glomed (Hop/10vi/100vien),0,1,14,186
"Nevanac 0,1% 5Ml B/1",0,1,1,0
Nitromint (xit),1,1,1,
Nivea LKM Nam Black&White 25ml,0,1,1,0
Nivea SRM Nu Tay Trang Duong Trang 50g,1,1,1,0
Nivea Sua Chong Nang Trang Da SPF30 75ml,0,1,1,6
Nuoc Bien Sau Nhat Nhat - Bac ha 70ml,1,1,1,
Nutroplex Gummies ( Chai/ 60 Vien),0,1,1,1
OK Hop 3c ACHOI,1,1,48,
Okamoto Bao Cao Su Dot Hot (Hop/3 Cai),1,1,1,6
Okamoto Bao Cao Su Skinless Skin Strawberry (Hop/10 cai),1,1,1,5
Okenxime 100mg,1,1,6,0
Old Spice Sua Tam Denali Fresher Collection 473 ml,0,1,1,2
One Touch Select Strip 10's,1,1,1,0
Onglyza Tab 5mg,0,1,28,0
Ospexin 250mg (Vi/10Vien),0,1,3,197
P/S NSM Tra Xanh 500ml,1,1,1,0
Palmers Son Duong Moi Cacao SPF 15 4g,0,1,1,9
Pariet Tab 10mg,0,1,10,4
Perfect Purity Sua Tam Tre Em Huong Dua Hau KD-08 355ml,0,1,1,3
Perfecti Alpenliebe Cofitos (Goi/35 Vien),1,1,1,0
Perfecti Golia Love Mint (Goi/40 Vien),1,1,1,0
Pharmaton Matruelle,1,1,1,0
Phu bi khang,0,1,3,0
Physiogel CR A.I. Body Lotion 100ml,0,1,1,0
Physiogel DMT Body Lotion 200ml,0,1,1,0
Physiomer Gentle Jet 135ml,0,1,1,2
Phyto Soya 17.5mg,1,1,1,1
Pigeon Binh sua Tron Tieu Chuan 120ML,0,1,1,0
Pigeon Binh sua Tron Tieu Chuan 240ML,0,1,1,
Pigeon Binh sua Vuong 120ml,0,1,1,0
Pigeon Binh sua Vuong 240ML,0,1,1,0
Pigeon Binh uong nuoc 50ml,0,1,1,0
Pigeon BP Phan Rom Say 200g,0,1,1,0
Pigeon Num Vu Silicone Mem (S) 2Cai/Vi,0,1,1,0
Pigeon Phan Thom Em Be 200g - Nap Mau,0,1,1,0
Pigeon PN Binh sua Streamline 150ml,0,1,1,0
Pigeon PN Binh sua Streamline 250ML,0,1,1,0
Pigeon Tam Lot  Tham Sua (12 Mieng/Hop),0,1,1,0
Plusssz Calcium,1,1,20,
Polytar Bar 100g,1,1,2,0
Pond's SRM Nam Lam Sach Sau 50g,0,1,1,0
Povidine phu khoa 90ml - Pharmedic,0,1,1,3
Power Stick KD-26 Sua Tam Toan Than Hurricane (354ml),0,1,1,3
Procoralan Tab 5mg,0,1,5,25
Procoralan Tab 7.5mg,0,1,28,28
"Protopic 0,03%",0,1,1,0
"Protopic 0,1%",1,1,1,0
Pure Plus Nuoc Nha Dam Vi Nam Viet Quat 500ml (Thung/20 Chai,0,1,1,11
Pure Plus Nuoc Nha Dam Vi Nguyen Chat 500ml (Thung/20 Chai),0,1,1,16
Purite By Provence SDT Hoa Anh Dao 250ml,1,1,1,5
Purite By Provence XBRM Hoa Hong 75gr,1,1,1,
Purite Men DG Huong Bien Duong Toc & Da Dau 180ml,0,1,1,
Purite Men DG Huong Go Duong Toc & Da Dau 180ml,0,1,1,
Purite Men Tam Goi Huong Go 180ml,0,1,1,
Re - Zoom 20mg  (Hop/ 4 Vien),0,1,4,16
Rejoice DX 3Trong1 170ML,1,1,1,0
Remeron Tab 30mg,0,1,10,0
Renu DD Rua Kinh Ap Trong 355ml,0,1,1,4
Renu DD Rua Kinh Ap Trong 355ml - đã đổi sang mã mới,1,1,1,0
REVETIZE (3vi x 10vien),0,1,30,
Right Guard Gel KM TD5 Fresh Blast 113g,0,1,1,0
Risperdal 2Mg Tab. B/60,1,1,5,55
Romano DG Energy 180g - Cam,0,1,1,3
Romano DG Force Xanh Duong 180g,0,1,1,5
Romano DG Pro Series Xanh Ngoc 180g,0,1,1,3
Romano LKM Attitude Mau Do 50ml,0,1,1,0
Romano LKM Classic Xanh La 20ml,0,1,1,0
Romano ST Classic Xanh La 650g,0,1,1,0
Romano Tam Goi 2 In 1 Force 180g,0,1,1,
Rovamycine 1.5 (2 Vi x 8 Vien),0,1,2,0
Royal Jelly UBB (Sua Ong Chua),0,1,1,1
Salbutamol 2mg (chai),1,1,100,
Savi Tenofovir 300mg,1,1,1,29
Schick dao cao Execta 2 system 2's,0,1,1,1
Schick dao cao nu Exacta 2 (2+1S),0,1,1,
SG Food  Ca Hoi - Dau Ha Lan 270gr,1,1,1,
SG Food  Ca Loc - Cai Bo Xoi 270gr,1,1,1,
SK Sua Rua Mat Tao Bot Senka Perfect White Clay 120gr,0,1,1,2
Sustanon,0,1,2,
Symbicort Turbuhaler 120 Dose,0,1,1,1
Taokaenoi Super Crisp Vi Kim Chi 24g (1 Thung/48 Goi),1,1,2,
Tap khuyen mai,0,1,1,
TB Nuoc Suc Mieng Aroma Tooth And Gum Care 500ml,1,1,1,0
Tegretol Tab 200mg,0,1,50,
Teppy Nuoc Tao 327ml (Thung/24 Chai),0,1,1,11
Thanh Duong An (3Vi x 10Vien),1,1,30,0
Thyrozol Tab 10mg (H/100v),0,1,20,0
Tien Liet Vuong Tue Linh (Hop / 60 vien),0,1,1,0
Tieu Khuyet Thanh,0,1,1,0
Tiger Balm White 30g,0,1,2,1
Tobradex Oin 3.5G,0,1,1,
Travatan,0,1,1,
Tresumme DG Vao Nep Mem Muot 650g/12 bộ,0,1,1,
Trident Gum Passionberry Twist 18pcs,1,1,1,0
Twynsta 40mg/5mg Tabs (3Vi x 10Vien),0,1,60,0
UBL Kinh Doc Sach Nam Co Tui Dung Thoi Trang +1.5 Den +3.0 D,1,1,1,0
UBL Nhip Dau Thang AG0014,1,1,1,0
Urgo Crepe 6cm x 4.5m,0,1,1,15
Urgo Optiskin Film 73x80 mm,1,1,8,0
Urgo Sanyrene - đã đổi sang mã mới,1,1,1,0
Urgosterile 20x9cm,1,1,0,0
Ursa S (6 Vi x 10 Vien),0,1,60,0
Vfresh Nuoc Ep Cam 100% 1L (Thung/12 Hop),1,1,1,
Vichy Thermal Spa Water 50ml,0,1,1,2
Vien xuong khop SU TONG (H/60vien),1,1,1,
Viettel 300 - Payoo,0,1,2,
Vina 300 - Payoo,0,1,1,
Vina tra truoc 10 - Topup,0,1,1,-1
Vinamilk Dielac Grow Plus 1+ 400g(Hop Giay),1,1,1,0
Vinamilk Optimum Mama Vani 900g,1,1,1,0
Vinamilk Sua Chua 100% Sua Tuoi Co Duong 100g ( 1 Thung/48 H,1,1,1,
Vinamilk Sua Chua An Nha Dam 100g (Loc/4 Hop),1,1,2,0
Vitamin A 5000IU - Nadyphar,0,1,100,
VTCOnline 100 - Payoo,0,1,1,
VTCOnline 50 - Payoo,0,1,1,
Vuong Nao Khang (Hop 30goi),0,1,1,1
Waxed Dental Chi Nha Khoa Original,1,1,1,
Wesser Binh Sua Co Rong 260ml,1,1,1,0
Wesser Dung Cu Ve Sinh Binh Sua(Loai Nho),0,1,1,0
Worksafe Chaser Kinh Bao Ho MS E190 Mau Trang,1,1,1,
Worksafe Wider Kinh Bao Ho MS E3050 Mau Den,1,1,1,0
X Men ST Wood 650g,0,1,1,0
Xuan An Viet Ngu Coc Ngu Coc An Kieng Uong Lien 180ml (Thung,1,1,1,0
Yen Viet To Yen Nguyen Chat Chung San Vi Hat Sen 65ml,1,1,1,0
Younger (3Vi x 10Vien),1,1,60,
ZA Mascara Killer Volume N01 40375 9g,0,1,1,3
ZA Nuoc Se Khit Lo Chan Long Perfect Solution 40373 150ml,0,1,1,2
ZA Nuoc Se Khit Lo Chan Long True White Ex 40524 150ml,0,1,1,2
ZA Phan Long Dang Long Perfect Fit OC0W 40546 30ml,1,1,1,3
ZA Phan Mat 4 Mau Impact -Full Groovy BR261 40397 3g,0,1,1,2
ZA Phan Nen Dang Nen Airy Flawless OC10 40649 8g,0,1,1,4
ZA Phan Nen Dang Nen Perfect Fit Two -Way OC00 40226 9g,0,1,1,1
Zentomilk (2vi x 15vien),1,1,30,0
Zinnat Sus 125mg 50ml (thuoc bot),0,1,1,0
Zokokid 5 Siro tre 4-6 tuoi (Hop/14 goi 7ml),1,1,14,
3M Futuro Ho Tro Dau Goi M,1,,,0
3M Futuro Ho Tro Mat Ca Chan Size L,1,,,5
Abbott Glucerna 850g,0,,,3
Abbott Similac IQ 2 900g,1,,,0
Abbott Similac Mom Vani 900g,1,,,0
Ace Band-S Sheer (Mau da) (100M),1,,,100
Adalat Cap 10mg,0,,,0
Aisen Bong Tam BR290 Xanh Duong,0,,,0
ARS Dung Dich Xong Duoi Va Diet Muoi Bang Dien 45 Ngay,0,,,5
Avodart Cap 0.5mg,0,,,0
Beeline 50 - Payoo,0,,,1
Benew Snail SRM Brown Rice CX Mam Gao 100ml,0,,,3
Benew Snail SRM Coenzyme Q10 100ml,1,,,3
BIO ESSENCE NUOC XIT KHOANG MIRACLE BIO WATER 100ML,0,,,2
BIO ESSENCE NUOC XIT KHOANG MIRACLE BIO WATER 300ML,0,,,2
Bioderma Sebium AKN Fluide Kem Duong Min Va Sach Da 30ml,1,,,4
Bioderma Sebium Pore Refiner Kem Lam Khit Lo Chan Long 30ml,1,,,8
Bioderma Sensibio Light Kem Lam Diu Va Duong Am Hang Ngay 40,1,,,5
Biotin Dau Goi Thick& Full 385ml,0,,,3
Biotin Dau Xa Thick& Full 385ml,0,,,2
BoniOxy1(H/60vien),0,,,60
Calsome Ngu Coc Dinh Duong Huong Socola 500g (Bich/20 Goi),1,,,0
Cetaphil Hop Qua Skin Health,0,,,2
Cetaphil Restoraderm Skin Body Wash 295ml,1,,,1
"Co-Aprovel 300/12,5mg",0,,,4
Co-Aprovel 300/25mg (2vi x14vien),0,,,28
Co-Diovan Tab 80mg/12.5mg,0,,,0
Colgate BCDR Kid Midtier 5 Years,1,,,0
Colgate KDR Sensitive Bac Ha 120g,0,,,0
Colgate NSM Plax Tra 250ml,1,,,0
Combo Nivea DG Men Mat Lanh + LKM B&W Tang Tui Deo Cheo,0,,,0
Combo Nivea DG Men Saxh Sau  + LKM B&W Tang Tui Deo Cheo,0,,,0
Combo Nivea SRM KC NU 100 + Nc Tay Trang Nivea 125ml,0,,,0
CONS Accu-Chek Active Kit mg/dl 07133766021,0,,,3
CONS Ace Band-S Elastic Fabric (Bang keo vai) (100M),0,,,100
CONS Ace Band-S Transparent (Trong suot) (100M),0,,,100
CONS Adiva Collagen Pack 14,0,,,0
CONS Alltimes Care 4 In One Joint (Hop/ 60Vien),1,,,0
CONS Alltimes Care Platinum Collagen (Hop/60Vien),0,,,2
CONS Alltimes Care Platinum Royal Jelly 1500mg (Hop/60 vien),0,,,2
CONS Antioxidant with Vitamins A/C/E and Selenium (Multrium),1,,,0
CONS Blissful Life Royal Jelly 1.500mg (Hop/100 vien),1,,,0
CONS Blood Pressure (Multrium),1,,,0
CONS Blood Sugar Control (Multrium),1,,,0
CONS Calcium/Magnesium/Zinc (Multrium),1,,,0
CONS Chewies Orange Flavoured Vitamin C (Hop/30 vien),0,,,2
CONS Choless Control (Multrium),1,,,0
CONS Cobra (Hop/30 vien),0,,,2
CONS Cushion Gel Dem Dau Mui Giay (Hop/6M),0,,,3
CONS Cushion Gel Dem Day Giay (Hop/4 Day),0,,,3
CONS Cushion Gel Dem Ngon Chan Size M (Hop/2M),0,,,3
CONS Ebisu Dc Cao Luoi B-D13 Glanz Tongue Cleaner,0,,,8
CONS Ebisu Dc Cao Luoi B-D3 Tongue Cleaner,0,,,5
CONS Fine Ginkgo Plus (Hop/400 vien),0,,,2
CONS Glucosamine Chondroitin & MSM 200v - Pharmekal,0,,,2
CONS Glucosamine/MSM (Multrium),1,,,0
CONS Hair skin nails (Hop/30 vien),0,,,2
CONS H-Care BVS Goi Du Lich 5 PC Pack,0,,,5
CONS Honey Bears Chewable Multivitamin (Multrium),1,,,0
CONS KM Ao Mua Hotchland,0,,,3
CONS Lutein - Nature's Bounty,0,,,2
CONS Micorlife May Do Huyet Ap Co AG1-20,0,,,2
CONS Microlife Kim Tron Lay Mau (Hop/100 Kim),0,,,2
CONS Microlife May Do Duong Huyet Ogcare,0,,,1
CONS Microlife May Do Huyet Ap Bap Tay Canh Bao Dot Quy A6 B,0,,,1
CONS Microlife May Do Huyet Ap Co Tay BP W2-Slim-Wrist,0,,,2
CONS Microlife Que Thu Duong Huyet Ogcare (Hop/25 Que),0,,,2
CONS Nature's Blend Prostate Control (Multrium),1,,,0
CONS Nuoc giai ruou Hepalyse W 100ml,0,,,10
CONS Omron HEM-6121 (May do huyet ap),0,,,1
CONS Omron HEM-7121 (May do huyet ap),0,,,1
CONS Omron MC-720 (Nhiet ke dien tu do tran),0,,,1
CONS Omron NE C801 (May xong khi dung ),0,,,1
CONS Omron TH839S (Nhiet ke do qua tai),0,,,1
CONS Ostigold 500mg DHG (Hop/1 chai/100 vien),0,,,3
CONS Puresmile Bo Mat Na Cx Tu Ngoc Trai 8Mieng 18ml*8,0,,,5
CONS Puresmile Bo Mat Na Cx Tu Nha Dam 8Mieng 18ml*8,0,,,5
CONS Puresmile Bo Mat Na Cx Tu Oc Sen 8Mieng 18ml*8,0,,,5
CONS Puresmile Bo Mat Na Cx Tu Sua 8Mieng 18ml*8,0,,,5
CONS Puresmile Mat Na Duong Moi Choosy CX  Tu Ngoc Trai Tim,0,,,20
CONS Puresmile Mat Na Duong Moi Choosy CX Tu Ngoc Trai Hong,0,,,20
CONS Puresmile Mat Na Duong Moi Choosy CX Tu Ngoc Trai Trang,0,,,20
CONS Puresmile Mat Na Duong Moi Choosy CX Tu Ngoc Trai Vang,0,,,20
CONS Puresmile Mat Na Duong Moi Nghe Thuat Choosy Ranbow Kis,0,,,20
CONS Puresmile Mat Na Duong Moi Nghe Thuat Choosy Warm Love,0,,,20
CONS Puresmile Mat Na Rua Sach Yogrip CX Dau Tay& Xoai 50g,0,,,11
CONS Puresmile Sua Tam Tea Pot Tra Chanh 500ml,0,,,6
CONS Puresmile Sua Tam Tea Pot Tra Earl Grey  500ml,0,,,6
CONS Puresmile Sua Tam Tea Pot Tra Sua Royal 500ml,0,,,6
CONS Puresmile Tay Te Bao Chet Amethyst 100ml,0,,,6
CONS Puresmile Tay Te Bao Chet Kim Cuong 100ml,0,,,6
CONS Puresmile Tay Te Bao Chet Ruby 100ml,0,,,3
CONS Puresmile Tay Te Bao Chet Sapphire 100ml,0,,,6
CONS Rebirth Platinum Placenta Youth (H/60V) (vien nhau cuu),0,,,1
CONS Sebamed Dau Goi Diu Nhe Khong Cay PH5.5 (SBB02C) 150ML,0,,,1
CONS Sebamed SRM + Tam Toan Than (SSS01C) 200ml,0,,,1
"CONS Sebamed SRM Tao Bot Khang Khuan , Tri Mun PH5.5(SCF01A)",0,,,1
CONS Shark Cartilage 100v - Pharmekal,0,,,2
CONS SHINETREE Mat Na 3 Buoc CX Tu Aqua Hyaluronic 25ml,0,,,10
CONS SHINETREE Mat Na 3 Buoc CX Tu Nha Dam  25ml,0,,,10
CONS SHINETREE Mat Na 3 Buoc CX Tu Oc Sen 25ml,0,,,10
CONS SHINETREE Mat Na 3 Buoc CX Tu Thao Duoc Phuong Dong 25m,0,,,10
CONS SHINETREE Sua Rua Mat Shinetree CX Tu Dau Oliu  12ml,0,,,20
CONS SNB Giay Uot Tay Trang E344,0,,,3
CONS Standhome ST khong xa phong cho da mun 400ml (6chai),0,,,1
CONS Stress with Zinc (Multrium),1,,,0
CONS Suansu SRM Yuzu 120ml,0,,,5
CONS Tien Ong Cao Tram 10g,0,,,3
CONS Warm Touch Gel Boi Tron 56.7g,0,,,7
Cottage Sua Tam Huong Dao White Peach 750ml,0,,,2
Cottage Sua Tam Huong Dau Strawberry & Mint 750ml,0,,,2
Cottage Sua Tam Le Caramel 750ml,0,,,2
Cottage Sua Tam Le Kiwi 750ml,0,,,2
Coveram 10mg/10mg,0,,,0
Cozaar XQ Tab 5mg/50mg (3Vi x 10Vien),0,,,0
Crestor Tab 5mg,0,,,0
Crown Banh Kem Xop Wafer & Hazelnuts 142g (Thung/ 20 Hop),0,,,4
Dao hong don serum 30ml,1,,,0
Degree Sap Khu Mui Nam 76g,0,,,2
Degree Sap Khu Mui Nu 45g,0,,,2
Degree Sap Khu Mui Nu Protection 74g,0,,,2
Depakine Chrono 500mg (L/30Vien),0,,,0
Diovan Tab. 80mg,0,,,0
Double Rich Mousse Hard Hold 150ml (Thung/20 Chai),1,,,0
Double Rich ST Dreamy Romance 200g,1,,,0
Doublemint Gum Bac Ha (Vi/ 8 Vien),0,,,12
Dove ST Dry Oil Moisture Nhap My 650ml,0,,,2
Dove ST Go Fresh Restore Nhap My 650ml,0,,,1
Dove ST Go Fresh Revive My 650ml,0,,,2
Dove XB Rua Tay Mem Min Tu Nhien 250ml,0,,,3
Durex Gel Boi Tron Strawberry 100ml,0,,,6
Eagle Gift Box,0,,,0
Erythromycin 500mg - Vidipha,0,,,0
Eucerin AtoControl Body Lotion 12% Omega-63366- 250ml,0,,,3
Eucerin Bo Duong Trang Da Kit B 93692,0,,,2
Eucerin DermatoClean Refreshing Cleansing Gel-63993- 200ml,0,,,3
Eucerin Kem Ngan Ngua Lao Hoa Dem 63486 50ml,0,,,3
Eucerin Serum Giam Tham Nam Therapy 3*5ml 93692,0,,,3
Eucerin Sun Fluid Mattifying KCN SPF 50+ 63840 250ml,0,,,3
Eucerin Sun Protect SPF50+ Sun Cream Face Tinted CC Cream (f,0,,,2
Eucerin Xit Khoang Aquaporin 150ml- 87968,0,,,4
Evaldez 50mg ( 6 Vi x 10 Vien),0,,,60
Evian Face and Body Spray Baby 150ml - đã đổi sang mã mới,1,,,0
Fanta Cam 1.5L (Thung/12 Chai),1,,,0
Flemex Syrup 60ml,0,,,2
Flutonin 10mg (3Vi x 10Vien),0,,,0
Garlic Oil 5000mg Pharmekal (H/60Vien),0,,,120
Gillette Dao can vang vi 6 Super thin II 4X6S(11.13)SBD,0,,,0
Gillette Dao cao Blue II MIL (vi 24 cay)1CSX576IT(05.13),0,,,0
Gillette Dao cao Blue3 4(12.12),0,,,0
Gillette Dao Cao Blue3 Sensitive 1s (11.14),0,,,0
Gillette Dao cao Blue3 Sensitive 2s (11.14),0,,,0
Gillette Dao cao can vang goi5+1x12(04.13)SBD,0,,,0
Glucophage Tab 1000mg (2 Vi x 15 Vien),0,,,0
Glucophage Tab 850mg (H30v),0,,,30
Glucophage XR Tab 500mg,0,,,0
Gluta Pearl,1,,,0
Ha Ap Ich Nhan (5Vi x 10Vien),1,,,0
Haribo Tropifruitti 80g,1,,,0
Herbesser R 200 Cap 200mg,0,,,100
Hoa Thien kem duong trang da (Hop 30g),1,,,3
Huggies Ta Dan Size XL18,0,,,0
Huggies Ta Quan Trung L20,0,,,0
Humer Hyper Adultes 50ml,0,,,4
Imperal Cookies Choice Huong Cafe 50g (Loc/6 Goi),0,,,5
"Irish Spring XBC Original 106,3g(Loc 20 cuc)",0,,,5
Itranstad - Stada,0,,,0
Januvia tab 50mg,0,,,0
Johnson Baby Phan Thom Huong Hoa 500g,0,,,0
Kim Dom Khang (3Vi x 10Vien),1,,,0
KM Ao Mua Tre Em Vinamilk,0,,,2
KM Balo Dutch Lady,0,,,1
KM Bioderma Ao thun,0,,,1
KM Bioderma Sebium H2O 20ml,0,,,5
KM Bioderma Sensibio H2O 20ml,0,,,3
KM Cetaphil Baby Kit,0,,,2
KM Giay tham dau Pond's,0,,,12
KM Hoang Lich Khan,0,,,3
KM Keo c con vit Vipteen -An Dong,0,,,2
KM Khan Rexona 45*90gr,0,,,4
KM Loreal UV Perfect 15ml,0,,,1
KM Multivitamin for Men ( Hoang Long),0,,,4
KM Multivitamin for WoMen ( Hoang Long),0,,,4
KM Natural BVS Handpack,0,,,2
KM Nive Men Dau Goi 5ml,0,,,20
KM P&Q Binh 2.1L,0,,,2
KM P/S KDR Sensitive Expert 30g,0,,,6
KM Pedia Cal balo tre em,0,,,1
KM Pond's Tui Xach,0,,,1
KM Thong Huyet Tue Linh (Hop/3vi/30vien),0,,,1
KM Viet CumarGold,0,,,20
Kokozo Nuoc Ep Vi Cam 320ml (Thung/ 48 Chai),0,,,10
"Lady Speed Sap Khu Mui Nu Power Fresh 36,9g",0,,,2
Lamictal 100mg (3Vi x 10Vien),0,,,0
Lamivudin 100mg - Glomed,0,,,30
Levitra Tab 20mg,0,,,0
Lidocain 2% 2ml,1,,,50
LifeStyle BCS Epic 3s,0,,,12
LifeStyle BCS Strawberry 3s,0,,,6
LifeStyle BCS Zero 3s,0,,,12
Lipice Son Duong Moi Lemon ( Chanh ) 4.3g,1,,,0
Lipice Son Duong Moi Rasberry (Mam Xoi ) 4.3g,0,,,6
Loreal KCN UV Perfect Reno White AS SPF 50 30ml,1,,,9
Loreal Kem U Phuc Hoi Toc TR5 200ml,0,,,4
Loreal Son Color Riche C411 Cam Hoang Dai 3.7g,1,,,6
Loreal Son Color Riche C511 Cam Ruc Ro 3.7g,1,,,3
Loreal Son Color Riche M511 Hong Man Ca Tinh 3.7g,1,,,6
Loreal Son Color Riche PR511 Hong Xuan Ruc Ro 3.7g,1,,,5
Loreal Son Color Riche PR512 Do Nong Nan 3.7g,1,,,4
Loreal Son Color Riche R519 Do Manh Liet 3.7g,1,,,4
Loreal Thuoc Nhuom Excellen Cecreme #6.30 Nau Vang Anh 172 m,1,,,5
Lotte Anytime Keo Ngam Bluemarine,0,,,0
Madopar Tab. 250mg,0,,,0
MBL CS BB SILK WHITE TWC - 01 LIGHT,1,,,17
MBL KEMBB CHONG NANG VUOT TROI -M SANG 18ML,1,,,6
MBL Son Mau Color Show 308 Cam Noi Bat 3.9g,1,,,7
MBL Son Mau Rebel 10- Hong Tim 3.9g,0,,,3
Medxil 100mg (goi),1,,,0
Micardis Tab. 80mg,0,,,0
Minoxidil 2 %,0,,,0
Mobi 300 - Payoo,0,,,1
"Natrilix SR 1,5mg",0,,,0
Nexcare Bang ca nhan COMFORT (H/100m),1,,,100
Nexcare Bang ca nhan Plastic 19mm x 75mm (H/100m),1,,,100
Nghia Kem D01,1,,,0
Nghia Kem D02,1,,,0
Nghia Kem M03,1,,,0
Nghia Sui & Cham Bi S506,1,,,0
Nivea Kem Duong Trang Tai Tao Da 10in1 -Ban Dem 50ml,1,,,0
Nivea Kem Duong Trang Tai Tao Da 10in1 -Ban Ngay 50ml,1,,,0
Nivea Serum Duong The T.Da Collagen SPF50 180ml,1,,,2
Nivea Serum Duong The Trang Da Chong Nag SPF25 200ml,1,,,0
Nolvadex Tab 10mg,0,,,0
NRT Trai cay 500ml (chai),1,,,0
Oflovid Ophthalmic Ointment 0.3% X 3.5G,0,,,0
Ofloxacin Stada 200mg (2Vi x 10Vien),0,,,0
